Bmh,BmhMks,Mks,Rtg13_a_c,Rtg13_a_n,Rtg13_i_c,Rtg13_i_n,Rtg1_c,Rtg1_n,Rtg2Mks_c,Rtg2_act_c,Rtg2_ina_c,Rtg3_a_c,Rtg3_a_n,Rtg3_i_c,Rtg3_i_n,s
356487.93743301526,-3547.816931948238,-0.40726828796165754,0.006662088358318393,0.021456820284158955,-2407.143548682367,-289.90650138265835,-4189.423974318239,-2.24399305392998,-1.2338719330902242e6,80.34669306464455,34.05868219274147,-1.8520225379335843e-5,-1.2358152606034662e-5,0.5429124959349011,0.16697294968705884,218.79442735923863
28589.37861061683,-16947.39979542157,-24.25842445219161,0.6628557944803031,2.123878370549489,6663.045480287654,827.8726394593502,117.0688199831853,0.06270590431958034,7.785782578927578e7,-85.11737021192724,-36.08095555093685,0.06560298581893023,0.04377547607087132,53.71718204359753,17.06336838741097,933.3750417216341
-33.672544063189854,31140.377483216093,-37845.319402390116,-2.299895010252334,-7.35368216401674,17771.97041660195,2056.6643993065395,-90.44151299057653,-0.04844344429650943,42197.74233502916,-2.9570288194133393e-5,-1.2534744259718155e-5,0.2940168642062235,0.19619119587200204,-185.93766936766121,-54.870395385820785,-16752.61409347533
13047.874955299285,6233.427738195554,19.550207681914234,-8.487446078600502,-27.057706313578265,375.2510813047426,-269.5939533423375,-0.6543557787149037,-0.0003504944429947281,8.740895889441685e7,118.57225747326693,50.26236525864882,149.52445961252258,99.77448952890613,-679.1157995001779,994.1197073591482,225.0505774150976
-166069.80842765077,279297.455718802,-68.82409776639818,1.2725973778123727,4.071681018629954,92.13628742122073,58.48105490725601,0.7095054744446676,0.00038003443112708565,5.3244486720576935e7,-20.516942159678205,-8.697060027458274,20.751677094311095,13.847152469369348,103.64276724943937,198.8849521695564,384.9513284696434
1.5229367498893281e6,794562.4573328535,21.350615835422435,2.9001957253932305,9.279686480420821,1011.1030433349848,229.84932239966219,3.935162541426501,0.0021078022799420272,2.504370392976071e8,311.0761180530324,131.86407851261166,8.527187917335628,5.6900110093350555,234.9426770527322,140.9363534798951,576.0985772615192
-6.92014021075738e6,-2.249469686393905e7,133.02384082514192,-1.9527248986756685,-6.248274808718134,2252.682933893905,198.8373769021948,-13.606842147344185,-0.007288271482490391,1.4529901347520483e9,289.67545555173564,122.79241252309943,1.660496559786082,1.1080140127294777,-157.95173827085645,-35.26006889844961,9081.739688299582
-1.5364952482964892e6,-432218.16569738335,11.511608903000594,10.367574037280953,33.17561261764698,399795.47140295745,48577.19733341946,450.13272706141686,0.2411058701451081,3.470673341059034e8,799.5695189545936,338.9347227412642,0.26651003516212396,0.17783647480168066,838.955935897557,260.3960206530159,706.0240476983107
-1.0712025675463728e6,-692757.830253107,26.465132360632474,-2.5708358963838926,-8.22635477387771,-9.875952857605201,-96.90601314511876,-0.09114085065573055,-4.881803230246429e-5,1.0800723316336513e9,1082.323994515576,458.7933560509823,326.38452959704216,217.7894500959224,-197.34796585315073,2565.5479068684313,9432.075472735729
3.2014267939676285e7,3.4083196268714997e6,4.356733269145199,3.611609755683661,11.55623831123531,247.4523250085136,164.28737125869034,0.6640767970447484,0.00035570134029367604,1.2194936108248792e9,7423.301046099949,3146.7113518463284,62.926472561749804,41.989495861458046,294.29254599543214,596.9367980007552,3286.924028705957
-2.573524100966145e6,-4.130621316721521e6,65.6827570651775,-1.0839560954202256,-3.468428387491472,-19.14153440303582,-42.66329542943114,0.07020743509955465,3.7605407785262206e-5,1.4810023544892151e9,597.9748119499341,253.47943148155434,-178.64251686193543,-119.20434941652307,-93.55521603199786,-1466.269391810827,3274.928908618213
4.0439435392150357e6,-740549.6639290631,-7.49399394370262,3.4413884654129494,11.011990991496445,6133.066824664447,867.4046020690787,20.673690745986498,0.011073507650809961,2.561278274048755e8,-906.4042725486345,-384.2216011554521,1.926118653241573,1.2852579833600746,278.5344772873636,101.23861256401011,3579.2650798779473
2.989819774739443e6,-20817.919629700926,-0.2849420533375994,15.045950808261022,48.197009210040974,93009.80438973416,11772.147372994903,71.96159284010152,0.03854499221515679,-5.9899349264550656e7,5574.989720070151,2363.21864486263,2.4218906285055475,1.61607607212351,1219.0029844885155,394.7275152095699,443.3319964853834
